,filename,new_filename,label,group,delta,timestamp
974,2019-04-05-11-52-38-395686-CAM2_plusieurs-objets.png,2019-04-05-11-52-38-395686-CAM2_plusieurs-objets_grp372.png,plusieurs-objets,372,0 days 00:00:09,2019-04-05 11:52:38
975,2019-04-05-11-52-39-162586-CAM1_plusieurs-objets.png,2019-04-05-11-52-39-162586-CAM1_plusieurs-objets_grp372.png,plusieurs-objets,372,0 days 00:00:01,2019-04-05 11:52:39
976,2019-04-05-11-52-45-731421-CAM2_plusieurs-objets.png,2019-04-05-11-52-45-731421-CAM2_plusieurs-objets_grp373.png,plusieurs-objets,373,0 days 00:00:06,2019-04-05 11:52:45
977,2019-04-05-11-52-46-513177-CAM1_plusieurs-objets.png,2019-04-05-11-52-46-513177-CAM1_plusieurs-objets_grp373.png,plusieurs-objets,373,0 days 00:00:01,2019-04-05 11:52:46
978,2019-04-05-11-52-50-712267-CAM2_plusieurs-objets.png,2019-04-05-11-52-50-712267-CAM2_plusieurs-objets_grp374.png,plusieurs-objets,374,0 days 00:00:04,2019-04-05 11:52:50
979,2019-04-05-11-52-51-402998-CAM1_plusieurs-objets.png,2019-04-05-11-52-51-402998-CAM1_plusieurs-objets_grp374.png,plusieurs-objets,374,0 days 00:00:01,2019-04-05 11:52:51
980,2019-04-05-11-52-57-526126-CAM2_not-labeled.png,2019-04-05-11-52-57-526126-CAM2_not-labeled_grp375.png,not-labeled,375,0 days 00:00:06,2019-04-05 11:52:57
981,2019-04-05-11-52-58-211947-CAM1_not-labeled.png,2019-04-05-11-52-58-211947-CAM1_not-labeled_grp375.png,not-labeled,375,0 days 00:00:01,2019-04-05 11:52:58
982,2019-04-05-11-53-04-076090-CAM2_pp.png,2019-04-05-11-53-04-076090-CAM2_pp_grp376.png,pp,376,0 days 00:00:06,2019-04-05 11:53:04
983,2019-04-05-11-53-04-731845-CAM1_pp.png,2019-04-05-11-53-04-731845-CAM1_pp_grp376.png,pp,376,0 days 00:00:00,2019-04-05 11:53:04
984,2019-04-05-11-53-09-875253-CAM2_not-labeled.png,2019-04-05-11-53-09-875253-CAM2_pp_grp377.png,pp,377,0 days 00:00:05,2019-04-05 11:53:09
985,2019-04-05-11-53-10-577079-CAM1_pp.png,2019-04-05-11-53-10-577079-CAM1_pp_grp377.png,pp,377,0 days 00:00:01,2019-04-05 11:53:10
986,2019-04-05-11-53-46-717539-CAM2_pet-clair.png,2019-04-05-11-53-46-717539-CAM2_pet-clair_grp378.png,pet-clair,378,0 days 00:00:36,2019-04-05 11:53:46
987,2019-04-05-11-53-47-422133-CAM1_pet-clair.png,2019-04-05-11-53-47-422133-CAM1_pet-clair_grp378.png,pet-clair,378,0 days 00:00:01,2019-04-05 11:53:47
988,2019-04-05-11-53-55-095412-CAM2_pet-clair.png,2019-04-05-11-53-55-095412-CAM2_pet-clair_grp379.png,pet-clair,379,0 days 00:00:08,2019-04-05 11:53:55
989,2019-04-05-11-53-55-821101-CAM1_pet-clair.png,2019-04-05-11-53-55-821101-CAM1_pet-clair_grp379.png,pet-clair,379,0 days 00:00:00,2019-04-05 11:53:55
990,2019-04-05-11-54-04-847517-CAM2_pet-clair.png,2019-04-05-11-54-04-847517-CAM2_pet-clair_grp380.png,pet-clair,380,0 days 00:00:09,2019-04-05 11:54:04
991,2019-04-05-11-54-05-562822-CAM1_pet-clair.png,2019-04-05-11-54-05-562822-CAM1_pet-clair_grp380.png,pet-clair,380,0 days 00:00:01,2019-04-05 11:54:05
992,2019-04-05-11-54-20-273924-CAM2_pet-clair.png,2019-04-05-11-54-20-273924-CAM2_pet-clair_grp381.png,pet-clair,381,0 days 00:00:15,2019-04-05 11:54:20
993,2019-04-05-11-54-20-959919-CAM1_pet-clair.png,2019-04-05-11-54-20-959919-CAM1_pet-clair_grp381.png,pet-clair,381,0 days 00:00:00,2019-04-05 11:54:20
994,2019-04-05-11-54-28-832111-CAM2_pet-clair.png,2019-04-05-11-54-28-832111-CAM2_pet-clair_grp382.png,pet-clair,382,0 days 00:00:08,2019-04-05 11:54:28
995,2019-04-05-11-54-29-509887-CAM1_pet-clair.png,2019-04-05-11-54-29-509887-CAM1_pet-clair_grp382.png,pet-clair,382,0 days 00:00:01,2019-04-05 11:54:29
996,2019-04-05-11-54-43-326925-CAM2_pet-fonce.png,2019-04-05-11-54-43-326925-CAM2_pet-fonce_grp383.png,pet-fonce,383,0 days 00:00:14,2019-04-05 11:54:43
997,2019-04-05-11-54-44-096639-CAM1_pet-fonce.png,2019-04-05-11-54-44-096639-CAM1_pet-fonce_grp383.png,pet-fonce,383,0 days 00:00:01,2019-04-05 11:54:44
998,2019-04-05-11-54-48-258581-CAM2_pet-fonce.png,2019-04-05-11-54-48-258581-CAM2_pet-fonce_grp384.png,pet-fonce,384,0 days 00:00:04,2019-04-05 11:54:48
999,2019-04-05-11-54-49-187589-CAM1_pet-fonce.png,2019-04-05-11-54-49-187589-CAM1_pet-fonce_grp384.png,pet-fonce,384,0 days 00:00:01,2019-04-05 11:54:49
1000,2019-04-05-11-55-10-424670-CAM2_not-labeled.png,2019-04-05-11-55-10-424670-CAM2_pet-fonce_grp385.png,pet-fonce,385,0 days 00:00:21,2019-04-05 11:55:10
1001,2019-04-05-11-55-11-106583-CAM1_pet-fonce.png,2019-04-05-11-55-11-106583-CAM1_pet-fonce_grp385.png,pet-fonce,385,0 days 00:00:01,2019-04-05 11:55:11
1002,2019-04-05-11-55-21-694126-CAM2_pet-fonce.png,2019-04-05-11-55-21-694126-CAM2_pet-fonce_grp386.png,pet-fonce,386,0 days 00:00:10,2019-04-05 11:55:21
1003,2019-04-05-11-55-22-415253-CAM1_pet-fonce.png,2019-04-05-11-55-22-415253-CAM1_pet-fonce_grp386.png,pet-fonce,386,0 days 00:00:01,2019-04-05 11:55:22
1004,2019-04-05-11-55-27-171741-CAM2_pet-fonce.png,2019-04-05-11-55-27-171741-CAM2_pet-fonce_grp387.png,pet-fonce,387,0 days 00:00:05,2019-04-05 11:55:27
1005,2019-04-05-11-55-27-842827-CAM1_pet-fonce.png,2019-04-05-11-55-27-842827-CAM1_pet-fonce_grp387.png,pet-fonce,387,0 days 00:00:00,2019-04-05 11:55:27
1006,2019-04-05-11-55-32-562850-CAM2_not-labeled.png,2019-04-05-11-55-32-562850-CAM2_not-labeled_grp388.png,not-labeled,388,0 days 00:00:05,2019-04-05 11:55:32
1007,2019-04-05-11-55-33-238515-CAM1_not-labeled.png,2019-04-05-11-55-33-238515-CAM1_not-labeled_grp388.png,not-labeled,388,0 days 00:00:01,2019-04-05 11:55:33
1008,2019-04-05-11-55-39-497373-CAM2_pet-fonce.png,2019-04-05-11-55-39-497373-CAM2_pet-fonce_grp389.png,pet-fonce,389,0 days 00:00:06,2019-04-05 11:55:39
1009,2019-04-05-11-55-40-175724-CAM1_pet-fonce.png,2019-04-05-11-55-40-175724-CAM1_pet-fonce_grp389.png,pet-fonce,389,0 days 00:00:01,2019-04-05 11:55:40
1010,2019-04-05-11-55-44-898411-CAM2_pe-hd-opaque.png,2019-04-05-11-55-44-898411-CAM2_pe-hd-opaque_grp390.png,pe-hd-opaque,390,0 days 00:00:04,2019-04-05 11:55:44
1011,2019-04-05-11-55-45-744651-CAM1_pe-hd-opaque.png,2019-04-05-11-55-45-744651-CAM1_pe-hd-opaque_grp390.png,pe-hd-opaque,390,0 days 00:00:01,2019-04-05 11:55:45
1012,2019-04-05-11-55-50-493499-CAM2_pe-hd-opaque.png,2019-04-05-11-55-50-493499-CAM2_pe-hd-opaque_grp391.png,pe-hd-opaque,391,0 days 00:00:05,2019-04-05 11:55:50
1013,2019-04-05-11-55-51-166821-CAM1_pe-hd-opaque.png,2019-04-05-11-55-51-166821-CAM1_pe-hd-opaque_grp391.png,pe-hd-opaque,391,0 days 00:00:01,2019-04-05 11:55:51
1014,2019-04-05-11-55-59-452335-CAM2_pet-fonce.png,2019-04-05-11-55-59-452335-CAM2_pet-fonce_grp392.png,pet-fonce,392,0 days 00:00:08,2019-04-05 11:55:59
1015,2019-04-05-11-56-00-130733-CAM1_not-labeled.png,2019-04-05-11-56-00-130733-CAM1_pet-fonce_grp392.png,pet-fonce,392,0 days 00:00:01,2019-04-05 11:56:00
1016,2019-04-05-11-56-04-270000-CAM2_pet-fonce.png,2019-04-05-11-56-04-270000-CAM2_pet-fonce_grp393.png,pet-fonce,393,0 days 00:00:04,2019-04-05 11:56:04
1017,2019-04-05-11-56-05-060107-CAM1_pet-fonce.png,2019-04-05-11-56-05-060107-CAM1_pet-fonce_grp393.png,pet-fonce,393,0 days 00:00:01,2019-04-05 11:56:05
1018,2019-04-05-11-56-45-905143-CAM2_not-labeled.png,2019-04-05-11-56-45-905143-CAM2_pet-fonce_grp394.png,pet-fonce,394,0 days 00:00:40,2019-04-05 11:56:45
1019,2019-04-05-11-56-46-716024-CAM1_pet-fonce.png,2019-04-05-11-56-46-716024-CAM1_pet-fonce_grp394.png,pet-fonce,394,0 days 00:00:01,2019-04-05 11:56:46
1020,2019-04-05-11-56-52-794642-CAM2_pet-fonce.png,2019-04-05-11-56-52-794642-CAM2_pet-fonce_grp395.png,pet-fonce,395,0 days 00:00:06,2019-04-05 11:56:52
1021,2019-04-05-11-56-53-510556-CAM1_pet-fonce.png,2019-04-05-11-56-53-510556-CAM1_pet-fonce_grp395.png,pet-fonce,395,0 days 00:00:01,2019-04-05 11:56:53
1022,2019-04-05-11-56-59-245385-CAM2_pet-fonce.png,2019-04-05-11-56-59-245385-CAM2_pet-fonce_grp396.png,pet-fonce,396,0 days 00:00:06,2019-04-05 11:56:59
1023,2019-04-05-11-56-59-962715-CAM1_pet-fonce.png,2019-04-05-11-56-59-962715-CAM1_pet-fonce_grp396.png,pet-fonce,396,0 days 00:00:00,2019-04-05 11:56:59
1024,2019-04-05-11-57-36-946010-CAM2_pe-hd-opaque.png,2019-04-05-11-57-36-946010-CAM2_pe-hd-opaque_grp397.png,pe-hd-opaque,397,0 days 00:00:37,2019-04-05 11:57:36
1025,2019-04-05-11-57-37-610570-CAM1_pe-hd-opaque.png,2019-04-05-11-57-37-610570-CAM1_pe-hd-opaque_grp397.png,pe-hd-opaque,397,0 days 00:00:01,2019-04-05 11:57:37
1026,2019-04-05-11-57-42-352982-CAM2_not-labeled.png,2019-04-05-11-57-42-352982-CAM2_pe-hd-opaque_grp398.png,pe-hd-opaque,398,0 days 00:00:05,2019-04-05 11:57:42
1027,2019-04-05-11-57-43-019772-CAM1_pe-hd-opaque.png,2019-04-05-11-57-43-019772-CAM1_pe-hd-opaque_grp398.png,pe-hd-opaque,398,0 days 00:00:01,2019-04-05 11:57:43
1028,2019-04-05-11-57-50-469026-CAM2_pe-hd-opaque.png,2019-04-05-11-57-50-469026-CAM2_pe-hd-opaque_grp399.png,pe-hd-opaque,399,0 days 00:00:07,2019-04-05 11:57:50
1029,2019-04-05-11-57-51-168604-CAM1_pe-hd-opaque.png,2019-04-05-11-57-51-168604-CAM1_pe-hd-opaque_grp399.png,pe-hd-opaque,399,0 days 00:00:01,2019-04-05 11:57:51
1030,2019-04-05-11-57-55-556277-CAM2_pe-hd-opaque.png,2019-04-05-11-57-55-556277-CAM2_pe-hd-opaque_grp400.png,pe-hd-opaque,400,0 days 00:00:04,2019-04-05 11:57:55
1031,2019-04-05-11-57-56-254872-CAM1_not-labeled.png,2019-04-05-11-57-56-254872-CAM1_pe-hd-opaque_grp400.png,pe-hd-opaque,400,0 days 00:00:01,2019-04-05 11:57:56
1032,2019-04-05-11-58-05-635978-CAM2_godet-vide.png,2019-04-05-11-58-05-635978-CAM2_godet-vide_grp401.png,godet-vide,401,0 days 00:00:09,2019-04-05 11:58:05
1033,2019-04-05-11-58-06-324221-CAM1_godet-vide.png,2019-04-05-11-58-06-324221-CAM1_godet-vide_grp401.png,godet-vide,401,0 days 00:00:01,2019-04-05 11:58:06
1034,2019-04-05-11-58-20-369426-CAM2_pe-hd-opaque.png,2019-04-05-11-58-20-369426-CAM2_pe-hd-opaque_grp402.png,pe-hd-opaque,402,0 days 00:00:14,2019-04-05 11:58:20
1035,2019-04-05-11-58-21-035918-CAM1_not-labeled.png,2019-04-05-11-58-21-035918-CAM1_pe-hd-opaque_grp402.png,pe-hd-opaque,402,0 days 00:00:01,2019-04-05 11:58:21
1036,2019-04-05-11-58-25-611290-CAM2_pe-hd-opaque.png,2019-04-05-11-58-25-611290-CAM2_pe-hd-opaque_grp403.png,pe-hd-opaque,403,0 days 00:00:04,2019-04-05 11:58:25
1037,2019-04-05-11-58-26-291726-CAM1_pe-hd-opaque.png,2019-04-05-11-58-26-291726-CAM1_pe-hd-opaque_grp403.png,pe-hd-opaque,403,0 days 00:00:01,2019-04-05 11:58:26
1038,2019-04-05-11-58-32-001406-CAM2_pe-hd-opaque.png,2019-04-05-11-58-32-001406-CAM2_pe-hd-opaque_grp404.png,pe-hd-opaque,404,0 days 00:00:06,2019-04-05 11:58:32
1039,2019-04-05-11-58-32-675644-CAM1_pe-hd-opaque.png,2019-04-05-11-58-32-675644-CAM1_pe-hd-opaque_grp404.png,pe-hd-opaque,404,0 days 00:00:00,2019-04-05 11:58:32
1040,2019-04-05-11-58-37-637995-CAM2_not-labeled.png,2019-04-05-11-58-37-637995-CAM2_pe-hd-opaque_grp405.png,pe-hd-opaque,405,0 days 00:00:05,2019-04-05 11:58:37
1041,2019-04-05-11-58-38-387917-CAM1_pe-hd-opaque.png,2019-04-05-11-58-38-387917-CAM1_pe-hd-opaque_grp405.png,pe-hd-opaque,405,0 days 00:00:01,2019-04-05 11:58:38
1042,2019-04-05-11-58-46-792980-CAM2_pe-hd-opaque.png,2019-04-05-11-58-46-792980-CAM2_pe-hd-opaque_grp406.png,pe-hd-opaque,406,0 days 00:00:08,2019-04-05 11:58:46
1043,2019-04-05-11-58-47-487345-CAM1_not-labeled.png,2019-04-05-11-58-47-487345-CAM1_pe-hd-opaque_grp406.png,pe-hd-opaque,406,0 days 00:00:01,2019-04-05 11:58:47
1044,2019-04-05-11-58-52-069654-CAM2_pe-hd-opaque.png,2019-04-05-11-58-52-069654-CAM2_pe-hd-opaque_grp407.png,pe-hd-opaque,407,0 days 00:00:05,2019-04-05 11:58:52
1045,2019-04-05-11-58-52-782496-CAM1_pe-hd-opaque.png,2019-04-05-11-58-52-782496-CAM1_pe-hd-opaque_grp407.png,pe-hd-opaque,407,0 days 00:00:00,2019-04-05 11:58:52
1046,2019-04-05-11-58-58-348606-CAM2_not-labeled.png,2019-04-05-11-58-58-348606-CAM2_godet-vide_grp408.png,godet-vide,408,0 days 00:00:06,2019-04-05 11:58:58
1047,2019-04-05-11-58-59-035012-CAM1_godet-vide.png,2019-04-05-11-58-59-035012-CAM1_godet-vide_grp408.png,godet-vide,408,0 days 00:00:01,2019-04-05 11:58:59
1048,2019-04-05-11-59-14-903047-CAM2_not-labeled.png,2019-04-05-11-59-14-903047-CAM2_pp_grp409.png,pp,409,0 days 00:00:15,2019-04-05 11:59:14
1049,2019-04-05-11-59-15-581135-CAM1_pp.png,2019-04-05-11-59-15-581135-CAM1_pp_grp409.png,pp,409,0 days 00:00:01,2019-04-05 11:59:15
1050,2019-04-05-11-59-20-733429-CAM2_pp.png,2019-04-05-11-59-20-733429-CAM2_pp_grp410.png,pp,410,0 days 00:00:05,2019-04-05 11:59:20
1051,2019-04-05-11-59-21-461354-CAM1_pp.png,2019-04-05-11-59-21-461354-CAM1_pp_grp410.png,pp,410,0 days 00:00:01,2019-04-05 11:59:21
1052,2019-04-05-11-59-28-138235-CAM2_not-labeled.png,2019-04-05-11-59-28-138235-CAM2_pp_grp411.png,pp,411,0 days 00:00:07,2019-04-05 11:59:28
1053,2019-04-05-11-59-28-767786-CAM1_pp.png,2019-04-05-11-59-28-767786-CAM1_pp_grp411.png,pp,411,0 days 00:00:00,2019-04-05 11:59:28
1054,2019-04-05-11-59-32-953301-CAM2_pp.png,2019-04-05-11-59-32-953301-CAM2_pp_grp412.png,pp,412,0 days 00:00:04,2019-04-05 11:59:32
1055,2019-04-05-11-59-33-631239-CAM1_not-labeled.png,2019-04-05-11-59-33-631239-CAM1_pp_grp412.png,pp,412,0 days 00:00:01,2019-04-05 11:59:33
1056,2019-04-05-11-59-38-173203-CAM2_godet-vide.png,2019-04-05-11-59-38-173203-CAM2_godet-vide_grp413.png,godet-vide,413,0 days 00:00:05,2019-04-05 11:59:38
1057,2019-04-05-11-59-38-820578-CAM1_godet-vide.png,2019-04-05-11-59-38-820578-CAM1_godet-vide_grp413.png,godet-vide,413,0 days 00:00:00,2019-04-05 11:59:38
1058,2019-04-05-11-59-55-322650-CAM2_pe-hd-opaque.png,2019-04-05-11-59-55-322650-CAM2_pe-hd-opaque_grp414.png,pe-hd-opaque,414,0 days 00:00:17,2019-04-05 11:59:55
1059,2019-04-05-11-59-56-041928-CAM1_pe-hd-opaque.png,2019-04-05-11-59-56-041928-CAM1_pe-hd-opaque_grp414.png,pe-hd-opaque,414,0 days 00:00:01,2019-04-05 11:59:56
1060,2019-04-05-12-00-00-242354-CAM2_pe-hd-opaque.png,2019-04-05-12-00-00-242354-CAM2_pe-hd-opaque_grp415.png,pe-hd-opaque,415,0 days 00:00:04,2019-04-05 12:00:00
1061,2019-04-05-12-00-00-927848-CAM1_pe-hd-opaque.png,2019-04-05-12-00-00-927848-CAM1_pe-hd-opaque_grp415.png,pe-hd-opaque,415,0 days 00:00:00,2019-04-05 12:00:00
1062,2019-04-05-12-00-07-617883-CAM2_pe-hd-opaque.png,2019-04-05-12-00-07-617883-CAM2_pe-hd-opaque_grp416.png,pe-hd-opaque,416,0 days 00:00:07,2019-04-05 12:00:07
1063,2019-04-05-12-00-08-292108-CAM1_pe-hd-opaque.png,2019-04-05-12-00-08-292108-CAM1_pe-hd-opaque_grp416.png,pe-hd-opaque,416,0 days 00:00:01,2019-04-05 12:00:08
1064,2019-04-05-12-00-13-073477-CAM2_pe-hd-opaque.png,2019-04-05-12-00-13-073477-CAM2_pe-hd-opaque_grp417.png,pe-hd-opaque,417,0 days 00:00:05,2019-04-05 12:00:13
1065,2019-04-05-12-00-13-752247-CAM1_not-labeled.png,2019-04-05-12-00-13-752247-CAM1_pe-hd-opaque_grp417.png,pe-hd-opaque,417,0 days 00:00:00,2019-04-05 12:00:13
1066,2019-04-05-12-00-19-290186-CAM2_not-labeled.png,2019-04-05-12-00-19-290186-CAM2_pe-hd-opaque_grp418.png,pe-hd-opaque,418,0 days 00:00:06,2019-04-05 12:00:19
1067,2019-04-05-12-00-19-997166-CAM1_pe-hd-opaque.png,2019-04-05-12-00-19-997166-CAM1_pe-hd-opaque_grp418.png,pe-hd-opaque,418,0 days 00:00:00,2019-04-05 12:00:19
1068,2019-04-05-12-00-25-040477-CAM2_pe-hd-opaque.png,2019-04-05-12-00-25-040477-CAM2_pe-hd-opaque_grp419.png,pe-hd-opaque,419,0 days 00:00:06,2019-04-05 12:00:25
1069,2019-04-05-12-00-25-766267-CAM1_pe-hd-opaque.png,2019-04-05-12-00-25-766267-CAM1_pe-hd-opaque_grp419.png,pe-hd-opaque,419,0 days 00:00:00,2019-04-05 12:00:25
1070,2019-04-05-12-00-32-889635-CAM2_pe-hd-opaque.png,2019-04-05-12-00-32-889635-CAM2_pe-hd-opaque_grp420.png,pe-hd-opaque,420,0 days 00:00:07,2019-04-05 12:00:32
1071,2019-04-05-12-00-33-570407-CAM1_not-labeled.png,2019-04-05-12-00-33-570407-CAM1_pe-hd-opaque_grp420.png,pe-hd-opaque,420,0 days 00:00:01,2019-04-05 12:00:33
1072,2019-04-05-12-00-39-328224-CAM2_pe-hd-opaque.png,2019-04-05-12-00-39-328224-CAM2_pe-hd-opaque_grp421.png,pe-hd-opaque,421,0 days 00:00:06,2019-04-05 12:00:39
1073,2019-04-05-12-00-40-061345-CAM1_pe-hd-opaque.png,2019-04-05-12-00-40-061345-CAM1_pe-hd-opaque_grp421.png,pe-hd-opaque,421,0 days 00:00:01,2019-04-05 12:00:40
1074,2019-04-05-12-00-46-780579-CAM2_pe-hd-opaque.png,2019-04-05-12-00-46-780579-CAM2_pe-hd-opaque_grp422.png,pe-hd-opaque,422,0 days 00:00:06,2019-04-05 12:00:46
1075,2019-04-05-12-00-47-475435-CAM1_pe-hd-opaque.png,2019-04-05-12-00-47-475435-CAM1_pe-hd-opaque_grp422.png,pe-hd-opaque,422,0 days 00:00:01,2019-04-05 12:00:47
1076,2019-04-05-12-00-51-672082-CAM2_pe-hd-opaque.png,2019-04-05-12-00-51-672082-CAM2_pe-hd-opaque_grp423.png,pe-hd-opaque,423,0 days 00:00:04,2019-04-05 12:00:51
1077,2019-04-05-12-00-52-487357-CAM1_pe-hd-opaque.png,2019-04-05-12-00-52-487357-CAM1_pe-hd-opaque_grp423.png,pe-hd-opaque,423,0 days 00:00:01,2019-04-05 12:00:52
1078,2019-04-05-12-00-58-635852-CAM2_pe-hd-opaque.png,2019-04-05-12-00-58-635852-CAM2_pe-hd-opaque_grp424.png,pe-hd-opaque,424,0 days 00:00:06,2019-04-05 12:00:58
1079,2019-04-05-12-00-59-391718-CAM1_pe-hd-opaque.png,2019-04-05-12-00-59-391718-CAM1_pe-hd-opaque_grp424.png,pe-hd-opaque,424,0 days 00:00:01,2019-04-05 12:00:59
1080,2019-04-05-12-01-17-578337-CAM2_pp.png,2019-04-05-12-01-17-578337-CAM2_pp_grp425.png,pp,425,0 days 00:00:18,2019-04-05 12:01:17
1081,2019-04-05-12-01-18-278208-CAM1_pp.png,2019-04-05-12-01-18-278208-CAM1_pp_grp425.png,pp,425,0 days 00:00:01,2019-04-05 12:01:18
1082,2019-04-05-12-01-24-585437-CAM2_pp.png,2019-04-05-12-01-24-585437-CAM2_pp_grp426.png,pp,426,0 days 00:00:06,2019-04-05 12:01:24
1083,2019-04-05-12-01-25-332969-CAM1_pp.png,2019-04-05-12-01-25-332969-CAM1_pp_grp426.png,pp,426,0 days 00:00:01,2019-04-05 12:01:25
1084,2019-04-05-12-01-30-889786-CAM2_pp.png,2019-04-05-12-01-30-889786-CAM2_pp_grp427.png,pp,427,0 days 00:00:05,2019-04-05 12:01:30
1085,2019-04-05-12-01-31-567144-CAM1_pp.png,2019-04-05-12-01-31-567144-CAM1_pp_grp427.png,pp,427,0 days 00:00:01,2019-04-05 12:01:31
1086,2019-04-05-12-01-43-977774-CAM2_pp.png,2019-04-05-12-01-43-977774-CAM2_pp_grp428.png,pp,428,0 days 00:00:12,2019-04-05 12:01:43
1087,2019-04-05-12-01-44-627500-CAM1_pp.png,2019-04-05-12-01-44-627500-CAM1_pp_grp428.png,pp,428,0 days 00:00:01,2019-04-05 12:01:44
1088,2019-04-05-12-01-52-681536-CAM2_not-labeled.png,2019-04-05-12-01-52-681536-CAM2_pp_grp429.png,pp,429,0 days 00:00:08,2019-04-05 12:01:52
1089,2019-04-05-12-01-53-440080-CAM1_pp.png,2019-04-05-12-01-53-440080-CAM1_pp_grp429.png,pp,429,0 days 00:00:01,2019-04-05 12:01:53
1090,2019-04-05-12-01-58-225346-CAM2_not-labeled.png,2019-04-05-12-01-58-225346-CAM2_pp_grp430.png,pp,430,0 days 00:00:05,2019-04-05 12:01:58
1091,2019-04-05-12-01-58-939059-CAM1_pp.png,2019-04-05-12-01-58-939059-CAM1_pp_grp430.png,pp,430,0 days 00:00:00,2019-04-05 12:01:58
1092,2019-04-05-12-02-04-784872-CAM2_godet-vide.png,2019-04-05-12-02-04-784872-CAM2_godet-vide_grp431.png,godet-vide,431,0 days 00:00:06,2019-04-05 12:02:04
1093,2019-04-05-12-02-05-546813-CAM1_godet-vide.png,2019-04-05-12-02-05-546813-CAM1_godet-vide_grp431.png,godet-vide,431,0 days 00:00:01,2019-04-05 12:02:05
1094,2019-04-05-12-02-18-991789-CAM2_pet-barquette-clair.png,2019-04-05-12-02-18-991789-CAM2_pet-barquette-clair_grp432.png,pet-barquette-clair,432,0 days 00:00:13,2019-04-05 12:02:18
1095,2019-04-05-12-02-19-686234-CAM1_pet-barquette-clair.png,2019-04-05-12-02-19-686234-CAM1_pet-barquette-clair_grp432.png,pet-barquette-clair,432,0 days 00:00:01,2019-04-05 12:02:19
1096,2019-04-05-12-02-30-435065-CAM2_pet-barquette-clair.png,2019-04-05-12-02-30-435065-CAM2_pet-barquette-clair_grp433.png,pet-barquette-clair,433,0 days 00:00:11,2019-04-05 12:02:30
1097,2019-04-05-12-02-31-188514-CAM1_pet-barquette-clair.png,2019-04-05-12-02-31-188514-CAM1_pet-barquette-clair_grp433.png,pet-barquette-clair,433,0 days 00:00:01,2019-04-05 12:02:31
1098,2019-04-05-12-02-48-779330-CAM2_pet-barquette-clair.png,2019-04-05-12-02-48-779330-CAM2_pet-barquette-clair_grp434.png,pet-barquette-clair,434,0 days 00:00:17,2019-04-05 12:02:48
1099,2019-04-05-12-02-49-545624-CAM1_pet-barquette-clair.png,2019-04-05-12-02-49-545624-CAM1_pet-barquette-clair_grp434.png,pet-barquette-clair,434,0 days 00:00:01,2019-04-05 12:02:49
1100,2019-04-05-12-02-54-336259-CAM2_pet-barquette-clair.png,2019-04-05-12-02-54-336259-CAM2_pet-barquette-clair_grp435.png,pet-barquette-clair,435,0 days 00:00:05,2019-04-05 12:02:54
1101,2019-04-05-12-02-55-064456-CAM1_pet-barquette-clair.png,2019-04-05-12-02-55-064456-CAM1_pet-barquette-clair_grp435.png,pet-barquette-clair,435,0 days 00:00:01,2019-04-05 12:02:55
1102,2019-04-05-12-02-59-834597-CAM2_pet-barquette-clair.png,2019-04-05-12-02-59-834597-CAM2_pet-barquette-clair_grp436.png,pet-barquette-clair,436,0 days 00:00:04,2019-04-05 12:02:59
1103,2019-04-05-12-03-00-548717-CAM1_pet-barquette-clair.png,2019-04-05-12-03-00-548717-CAM1_pet-barquette-clair_grp436.png,pet-barquette-clair,436,0 days 00:00:01,2019-04-05 12:03:00
1104,2019-04-05-12-03-07-046741-CAM2_godet-vide.png,2019-04-05-12-03-07-046741-CAM2_godet-vide_grp437.png,godet-vide,437,0 days 00:00:07,2019-04-05 12:03:07
1105,2019-04-05-12-03-07-729607-CAM1_godet-vide.png,2019-04-05-12-03-07-729607-CAM1_godet-vide_grp437.png,godet-vide,437,0 days 00:00:00,2019-04-05 12:03:07
1106,2019-04-05-12-03-12-301987-CAM2_not-labeled.png,2019-04-05-12-03-12-301987-CAM2_pe-hd-opaque_grp438.png,pe-hd-opaque,438,0 days 00:00:05,2019-04-05 12:03:12
1107,2019-04-05-12-03-12-982260-CAM1_pe-hd-opaque.png,2019-04-05-12-03-12-982260-CAM1_pe-hd-opaque_grp438.png,pe-hd-opaque,438,0 days 00:00:00,2019-04-05 12:03:12
1108,2019-04-05-12-03-21-062591-CAM2_pe-hd-opaque.png,2019-04-05-12-03-21-062591-CAM2_pe-hd-opaque_grp439.png,pe-hd-opaque,439,0 days 00:00:09,2019-04-05 12:03:21
1109,2019-04-05-12-03-21-745048-CAM1_not-labeled.png,2019-04-05-12-03-21-745048-CAM1_pe-hd-opaque_grp439.png,pe-hd-opaque,439,0 days 00:00:00,2019-04-05 12:03:21
1110,2019-04-05-12-03-29-607913-CAM2_pe-hd-opaque.png,2019-04-05-12-03-29-607913-CAM2_pe-hd-opaque_grp440.png,pe-hd-opaque,440,0 days 00:00:08,2019-04-05 12:03:29
1111,2019-04-05-12-03-30-326386-CAM1_not-labeled.png,2019-04-05-12-03-30-326386-CAM1_pe-hd-opaque_grp440.png,pe-hd-opaque,440,0 days 00:00:01,2019-04-05 12:03:30
1112,2019-04-05-12-03-45-767009-CAM2_not-labeled.png,2019-04-05-12-03-45-767009-CAM2_pe-hd-opaque_grp441.png,pe-hd-opaque,441,0 days 00:00:15,2019-04-05 12:03:45
