,cam1,cam2,label
181,2019-04-05-11-13-48-715517-CAM1_pet-barquette-opaque_grp182.png,2019-04-05-11-13-48-032811-CAM2_pet-barquette-opaque_grp182.png,pet-barquette-opaque
182,2019-04-05-11-13-54-172056-CAM1_pet-barquette-opaque_grp183.png,2019-04-05-11-13-53-475661-CAM2_pet-barquette-opaque_grp183.png,pet-barquette-opaque
183,2019-04-05-11-14-00-222226-CAM1_godet-vide_grp184.png,2019-04-05-11-13-59-531519-CAM2_godet-vide_grp184.png,godet-vide
184,2019-04-05-11-14-06-211059-CAM1_pet-barquette-clair_grp185.png,2019-04-05-11-14-05-536212-CAM2_pet-barquette-clair_grp185.png,pet-barquette-clair
185,2019-04-05-11-14-12-603578-CAM1_pet-barquette-clair_grp186.png,2019-04-05-11-14-11-935468-CAM2_pet-barquette-clair_grp186.png,pet-barquette-clair
186,2019-04-05-11-14-18-107510-CAM1_pet-barquette-clair_grp187.png,2019-04-05-11-14-17-403885-CAM2_pet-barquette-clair_grp187.png,pet-barquette-clair
187,2019-04-05-11-14-25-137964-CAM1_pet-barquette-clair_grp188.png,2019-04-05-11-14-24-438029-CAM2_pet-barquette-clair_grp188.png,pet-barquette-clair
188,2019-04-05-11-14-32-918614-CAM1_godet-vide_grp189.png,2019-04-05-11-14-32-217616-CAM2_godet-vide_grp189.png,godet-vide
189,2019-04-05-11-14-38-333099-CAM1_godet-vide_grp190.png,2019-04-05-11-14-37-614576-CAM2_godet-vide_grp190.png,godet-vide
190,2019-04-05-11-14-45-498744-CAM1_pp_grp191.png,2019-04-05-11-14-44-804312-CAM2_pp_grp191.png,pp
191,2019-04-05-11-14-51-028757-CAM1_pp_grp192.png,2019-04-05-11-14-50-309770-CAM2_pp_grp192.png,pp
192,2019-04-05-11-14-56-516742-CAM1_godet-vide_grp193.png,2019-04-05-11-14-55-823512-CAM2_godet-vide_grp193.png,godet-vide
193,2019-04-05-11-15-02-516799-CAM1_godet-vide_grp194.png,2019-04-05-11-15-01-822920-CAM2_godet-vide_grp194.png,godet-vide
194,2019-04-05-11-15-09-535630-CAM1_godet-vide_grp195.png,2019-04-05-11-15-08-830452-CAM2_godet-vide_grp195.png,godet-vide
195,2019-04-05-11-15-18-896300-CAM1_pet-clair_grp196.png,2019-04-05-11-15-18-152610-CAM2_pet-clair_grp196.png,pet-clair
196,2019-04-05-11-15-25-902330-CAM1_pet-clair_grp197.png,2019-04-05-11-15-25-172707-CAM2_pet-clair_grp197.png,pet-clair
197,2019-04-05-11-15-34-667376-CAM1_pet-clair_grp198.png,2019-04-05-11-15-33-976384-CAM2_pet-clair_grp198.png,pet-clair
198,2019-04-05-11-15-42-631826-CAM1_pet-clair_grp199.png,2019-04-05-11-15-41-927055-CAM2_pet-clair_grp199.png,pet-clair
199,2019-04-05-11-15-50-009888-CAM1_pet-clair_grp200.png,2019-04-05-11-15-49-335001-CAM2_pet-clair_grp200.png,pet-clair
200,2019-04-05-11-15-55-847346-CAM1_pet-clair_grp201.png,2019-04-05-11-15-55-137221-CAM2_pet-clair_grp201.png,pet-clair
201,2019-04-05-11-16-16-785749-CAM1_pe-hd-opaque_grp202.png,2019-04-05-11-16-16-099320-CAM2_pe-hd-opaque_grp202.png,pe-hd-opaque
202,2019-04-05-11-16-24-083666-CAM1_pe-hd-opaque_grp203.png,2019-04-05-11-16-23-405097-CAM2_pe-hd-opaque_grp203.png,pe-hd-opaque
203,2019-04-05-11-16-30-249067-CAM1_pe-hd-opaque_grp204.png,2019-04-05-11-16-29-551857-CAM2_pe-hd-opaque_grp204.png,pe-hd-opaque
204,2019-04-05-11-16-36-253596-CAM1_pe-hd-opaque_grp205.png,2019-04-05-11-16-35-558946-CAM2_pe-hd-opaque_grp205.png,pe-hd-opaque
205,2019-04-05-11-17-33-671137-CAM1_iconnnu_grp206.png,2019-04-05-11-17-32-961757-CAM2_iconnnu_grp206.png,iconnnu
206,2019-04-05-11-17-40-785559-CAM1_iconnnu_grp207.png,2019-04-05-11-17-40-086080-CAM2_iconnnu_grp207.png,iconnnu
207,2019-04-05-11-18-22-025469-CAM1_ela_grp208.png,2019-04-05-11-18-21-335627-CAM2_ela_grp208.png,ela
208,2019-04-05-11-18-27-300168-CAM1_ela_grp209.png,2019-04-05-11-18-26-593787-CAM2_ela_grp209.png,ela
209,2019-04-05-11-19-06-567479-CAM1_pe-hd-opaque_grp210.png,2019-04-05-11-19-05-864835-CAM2_pe-hd-opaque_grp210.png,pe-hd-opaque
210,2019-04-05-11-19-34-449644-CAM1_pe-hd-opaque_grp211.png,2019-04-05-11-19-33-768592-CAM2_pe-hd-opaque_grp211.png,pe-hd-opaque
211,2019-04-05-11-19-41-974500-CAM1_pe-hd-opaque_grp212.png,2019-04-05-11-19-41-276367-CAM2_pe-hd-opaque_grp212.png,pe-hd-opaque
212,2019-04-05-11-20-02-474202-CAM1_pet-clair_grp213.png,2019-04-05-11-20-01-782771-CAM2_pet-clair_grp213.png,pet-clair
213,2019-04-05-11-20-09-508997-CAM1_pet-clair_grp214.png,2019-04-05-11-20-08-790675-CAM2_pet-clair_grp214.png,pet-clair
214,2019-04-05-11-20-36-480052-CAM1_pet-barquette-clair_grp215.png,2019-04-05-11-20-35-778358-CAM2_pet-barquette-clair_grp215.png,pet-barquette-clair
215,2019-04-05-11-20-45-619413-CAM1_pet-barquette-clair_grp216.png,2019-04-05-11-20-44-950363-CAM2_pet-barquette-clair_grp216.png,pet-barquette-clair
216,2019-04-05-11-20-51-138885-CAM1_godet-vide_grp217.png,2019-04-05-11-20-50-433363-CAM2_godet-vide_grp217.png,godet-vide
217,2019-04-05-11-20-56-840353-CAM1_pet-barquette-clair_grp218.png,2019-04-05-11-20-56-081649-CAM2_pet-barquette-clair_grp218.png,pet-barquette-clair
218,2019-04-05-11-21-17-244235-CAM1_pet-barquette-clair_grp219.png,2019-04-05-11-21-16-478496-CAM2_pet-barquette-clair_grp219.png,pet-barquette-clair
219,2019-04-05-11-21-39-242820-CAM1_godet-vide_grp220.png,2019-04-05-11-21-38-523401-CAM2_godet-vide_grp220.png,godet-vide
220,2019-04-05-11-21-53-808304-CAM1_pp_grp221.png,2019-04-05-11-21-53-083105-CAM2_pp_grp221.png,pp
221,2019-04-05-11-22-02-014302-CAM1_not-labeled_grp222.png,2019-04-05-11-22-01-251342-CAM2_not-labeled_grp222.png,not-labeled
222,2019-04-05-11-22-07-874805-CAM1_pp_grp223.png,2019-04-05-11-22-07-183439-CAM2_pp_grp223.png,pp
223,2019-04-05-11-22-15-713697-CAM1_pp_grp224.png,2019-04-05-11-22-14-935555-CAM2_pp_grp224.png,pp
224,2019-04-05-11-22-21-887986-CAM1_pp_grp225.png,2019-04-05-11-22-21-206645-CAM2_pp_grp225.png,pp
225,2019-04-05-11-22-28-969007-CAM1_pp_grp226.png,2019-04-05-11-22-28-201588-CAM2_pp_grp226.png,pp
226,2019-04-05-11-22-44-372152-CAM1_pp_grp227.png,2019-04-05-11-22-43-640049-CAM2_pp_grp227.png,pp
227,2019-04-05-11-23-04-746241-CAM1_pp_grp228.png,2019-04-05-11-23-04-036250-CAM2_pp_grp228.png,pp
228,2019-04-05-11-23-27-243859-CAM1_pet-opaque_grp229.png,2019-04-05-11-23-26-541413-CAM2_pet-opaque_grp229.png,pet-opaque
229,2019-04-05-11-23-36-196447-CAM1_pet-opaque_grp230.png,2019-04-05-11-23-35-485331-CAM2_pet-opaque_grp230.png,pet-opaque
230,2019-04-05-11-23-44-780198-CAM1_pet-opaque_grp231.png,2019-04-05-11-23-44-088187-CAM2_pet-opaque_grp231.png,pet-opaque
231,2019-04-05-11-24-42-037458-CAM1_pe-hd-opaque_grp232.png,2019-04-05-11-24-41-339004-CAM2_pe-hd-opaque_grp232.png,pe-hd-opaque
232,2019-04-05-11-24-48-612089-CAM1_pe-hd-opaque_grp233.png,2019-04-05-11-24-47-960730-CAM2_pe-hd-opaque_grp233.png,pe-hd-opaque
233,2019-04-05-11-24-56-972693-CAM1_pe-hd-opaque_grp234.png,2019-04-05-11-24-56-287502-CAM2_pe-hd-opaque_grp234.png,pe-hd-opaque
234,2019-04-05-11-25-02-199544-CAM1_godet-vide_grp235.png,2019-04-05-11-25-01-531644-CAM2_godet-vide_grp235.png,godet-vide
235,2019-04-05-11-25-08-677768-CAM1_godet-vide_grp236.png,2019-04-05-11-25-07-912168-CAM2_godet-vide_grp236.png,godet-vide
236,2019-04-05-11-25-14-166416-CAM1_godet-vide_grp237.png,2019-04-05-11-25-13-469554-CAM2_godet-vide_grp237.png,godet-vide
237,2019-04-05-11-25-19-633976-CAM1_godet-vide_grp238.png,2019-04-05-11-25-18-950240-CAM2_godet-vide_grp238.png,godet-vide
238,2019-04-05-11-25-24-526969-CAM1_pet-barquette-clair_grp239.png,2019-04-05-11-25-23-802462-CAM2_pet-barquette-clair_grp239.png,pet-barquette-clair
239,2019-04-05-11-25-29-416739-CAM1_pet-barquette-clair_grp240.png,2019-04-05-11-25-28-712225-CAM2_pet-barquette-clair_grp240.png,pet-barquette-clair
240,2019-04-05-11-25-35-581778-CAM1_godet-vide_grp241.png,2019-04-05-11-25-34-842754-CAM2_godet-vide_grp241.png,godet-vide
241,2019-04-05-11-25-40-722427-CAM1_pet-barquette-clair_grp242.png,2019-04-05-11-25-39-955985-CAM2_pet-barquette-clair_grp242.png,pet-barquette-clair
242,2019-04-05-11-25-46-201082-CAM1_pet-barquette-clair_grp243.png,2019-04-05-11-25-45-506478-CAM2_pet-barquette-clair_grp243.png,pet-barquette-clair
243,2019-04-05-11-25-51-790042-CAM1_not-labeled_grp244.png,2019-04-05-11-25-51-097575-CAM2_not-labeled_grp244.png,not-labeled
244,2019-04-05-11-26-05-290390-CAM1_pet-barquette-opaque_grp245.png,2019-04-05-11-26-04-503580-CAM2_pet-barquette-opaque_grp245.png,pet-barquette-opaque
245,2019-04-05-11-26-11-771228-CAM1_pet-barquette-opaque_grp246.png,2019-04-05-11-26-11-047019-CAM2_pet-barquette-opaque_grp246.png,pet-barquette-opaque
246,2019-04-05-11-26-18-292766-CAM1_pet-barquette-opaque_grp247.png,2019-04-05-11-26-17-514552-CAM2_pet-barquette-opaque_grp247.png,pet-barquette-opaque
247,2019-04-05-11-27-46-100609-CAM1_pp_grp248.png,2019-04-05-11-27-45-398358-CAM2_pp_grp248.png,pp
248,2019-04-05-11-27-51-642977-CAM1_pp_grp249.png,2019-04-05-11-27-50-921511-CAM2_pp_grp249.png,pp
249,2019-04-05-11-28-04-196480-CAM1_pp_grp250.png,2019-04-05-11-28-03-447202-CAM2_pp_grp250.png,pp
250,2019-04-05-11-28-10-681753-CAM1_pp_grp251.png,2019-04-05-11-28-09-950466-CAM2_pp_grp251.png,pp
251,2019-04-05-11-28-18-481503-CAM1_pp_grp252.png,2019-04-05-11-28-17-761598-CAM2_pp_grp252.png,pp
252,2019-04-05-11-28-23-378509-CAM1_godet-vide_grp253.png,2019-04-05-11-28-22-657692-CAM2_godet-vide_grp253.png,godet-vide
253,2019-04-05-11-28-40-299335-CAM1_pet-clair_grp254.png,2019-04-05-11-28-39-551129-CAM2_pet-clair_grp254.png,pet-clair
254,2019-04-05-11-28-48-236949-CAM1_pet-clair_grp255.png,2019-04-05-11-28-47-508353-CAM2_pet-clair_grp255.png,pet-clair
255,2019-04-05-11-29-00-471101-CAM1_pe-hd-opaque_grp256.png,2019-04-05-11-28-59-773137-CAM2_pe-hd-opaque_grp256.png,pe-hd-opaque
256,2019-04-05-11-29-10-355994-CAM1_pe-hd-opaque_grp257.png,2019-04-05-11-29-09-665735-CAM2_pe-hd-opaque_grp257.png,pe-hd-opaque
257,2019-04-05-11-29-15-990816-CAM1_pe-hd-opaque_grp258.png,2019-04-05-11-29-15-299309-CAM2_pe-hd-opaque_grp258.png,pe-hd-opaque
258,2019-04-05-11-30-00-782839-CAM1_pe-hd-opaque_grp259.png,2019-04-05-11-30-00-100973-CAM2_pe-hd-opaque_grp259.png,pe-hd-opaque
259,2019-04-05-11-30-07-216683-CAM1_pe-hd-opaque_grp260.png,2019-04-05-11-30-06-529548-CAM2_pe-hd-opaque_grp260.png,pe-hd-opaque
260,2019-04-05-11-30-12-213154-CAM1_pe-hd-opaque_grp261.png,2019-04-05-11-30-11-472405-CAM2_pe-hd-opaque_grp261.png,pe-hd-opaque
261,2019-04-05-11-30-31-813154-CAM1_pet-clair_grp262.png,2019-04-05-11-30-31-098992-CAM2_pet-clair_grp262.png,pet-clair
262,2019-04-05-11-31-37-551907-CAM1_pet-clair_grp263.png,2019-04-05-11-31-36-840625-CAM2_pet-clair_grp263.png,pet-clair
263,2019-04-05-11-31-43-012645-CAM1_pet-clair_grp264.png,2019-04-05-11-31-42-306906-CAM2_pet-clair_grp264.png,pet-clair
264,2019-04-05-11-31-49-658837-CAM1_pet-clair_grp265.png,2019-04-05-11-31-48-949345-CAM2_pet-clair_grp265.png,pet-clair
265,2019-04-05-11-31-55-019869-CAM1_pet-clair_grp266.png,2019-04-05-11-31-54-273240-CAM2_pet-clair_grp266.png,pet-clair
266,2019-04-05-11-32-13-485483-CAM1_pet-clair_grp267.png,2019-04-05-11-32-12-776184-CAM2_pet-clair_grp267.png,pet-clair
267,2019-04-05-11-32-18-996433-CAM1_pet-clair_grp268.png,2019-04-05-11-32-18-293597-CAM2_pet-clair_grp268.png,pet-clair
268,2019-04-05-11-32-23-897438-CAM1_godet-vide_grp269.png,2019-04-05-11-32-23-192918-CAM2_godet-vide_grp269.png,godet-vide
269,2019-04-05-11-32-47-544132-CAM1_pet-clair_grp270.png,2019-04-05-11-32-46-846606-CAM2_pet-clair_grp270.png,pet-clair
270,2019-04-05-11-32-54-168674-CAM1_pet-clair_grp271.png,2019-04-05-11-32-53-456186-CAM2_pet-clair_grp271.png,pet-clair
271,2019-04-05-11-33-01-063507-CAM1_pet-clair_grp272.png,2019-04-05-11-33-00-364345-CAM2_pet-clair_grp272.png,pet-clair
272,2019-04-05-11-33-26-875944-CAM1_pet-clair_grp273.png,2019-04-05-11-33-26-168873-CAM2_pet-clair_grp273.png,pet-clair
273,2019-04-05-11-33-32-960786-CAM1_pet-clair_grp274.png,2019-04-05-11-33-32-211807-CAM2_pet-clair_grp274.png,pet-clair
274,2019-04-05-11-33-39-768349-CAM1_pet-clair_grp275.png,2019-04-05-11-33-39-070942-CAM2_pet-clair_grp275.png,pet-clair
275,2019-04-05-11-33-45-113541-CAM1_godet-vide_grp276.png,2019-04-05-11-33-44-418614-CAM2_godet-vide_grp276.png,godet-vide
276,2019-04-05-11-34-01-201982-CAM1_pet-fonce_grp277.png,2019-04-05-11-34-00-506640-CAM2_pet-fonce_grp277.png,pet-fonce
277,2019-04-05-11-34-25-823790-CAM1_pet-fonce_grp278.png,2019-04-05-11-34-25-130247-CAM2_pet-fonce_grp278.png,pet-fonce
278,2019-04-05-11-34-40-941091-CAM1_pet-fonce_grp279.png,2019-04-05-11-34-40-233351-CAM2_pet-fonce_grp279.png,pet-fonce
279,2019-04-05-11-34-53-961308-CAM1_pet-clair_grp280.png,2019-04-05-11-34-53-253456-CAM2_pet-clair_grp280.png,pet-clair
280,2019-04-05-11-34-59-996619-CAM1_pet-clair_grp281.png,2019-04-05-11-34-59-305279-CAM2_pet-clair_grp281.png,pet-clair
281,2019-04-05-11-35-11-455290-CAM1_pet-clair_grp282.png,2019-04-05-11-35-10-747315-CAM2_pet-clair_grp282.png,pet-clair
282,2019-04-05-11-35-19-257431-CAM1_pet-clair_grp283.png,2019-04-05-11-35-18-549786-CAM2_pet-clair_grp283.png,pet-clair
283,2019-04-05-11-35-26-118793-CAM1_pet-clair_grp284.png,2019-04-05-11-35-25-379255-CAM2_pet-clair_grp284.png,pet-clair
284,2019-04-05-11-35-31-056327-CAM1_pet-clair_grp285.png,2019-04-05-11-35-30-342165-CAM2_pet-clair_grp285.png,pet-clair
285,2019-04-05-11-36-08-090112-CAM1_pet-clair_grp286.png,2019-04-05-11-36-07-393343-CAM2_pet-clair_grp286.png,pet-clair
286,2019-04-05-11-36-13-914430-CAM1_pet-clair_grp287.png,2019-04-05-11-36-13-209976-CAM2_pet-clair_grp287.png,pet-clair
287,2019-04-05-11-36-19-428768-CAM1_pet-clair_grp288.png,2019-04-05-11-36-18-727263-CAM2_pet-clair_grp288.png,pet-clair
288,2019-04-05-11-36-26-233554-CAM1_godet-vide_grp289.png,2019-04-05-11-36-25-528738-CAM2_godet-vide_grp289.png,godet-vide
289,2019-04-05-11-36-48-727359-CAM1_pet-clair_grp290.png,2019-04-05-11-36-48-058690-CAM2_pet-clair_grp290.png,pet-clair
290,2019-04-05-11-37-17-287356-CAM1_pet-clair_grp291.png,2019-04-05-11-37-16-544338-CAM2_pet-clair_grp291.png,pet-clair
291,2019-04-05-11-37-22-786286-CAM1_pet-clair_grp292.png,2019-04-05-11-37-22-061350-CAM2_pet-clair_grp292.png,pet-clair
292,2019-04-05-11-37-57-329149-CAM1_pp_grp293.png,2019-04-05-11-37-56-629658-CAM2_pp_grp293.png,pp
293,2019-04-05-11-38-04-188864-CAM1_pp_grp294.png,2019-04-05-11-38-03-448447-CAM2_pp_grp294.png,pp
294,2019-04-05-11-38-25-207819-CAM1_pet-clair_grp295.png,2019-04-05-11-38-24-481968-CAM2_pet-clair_grp295.png,pet-clair
295,2019-04-05-11-38-35-881807-CAM1_pet-clair_grp296.png,2019-04-05-11-38-35-157867-CAM2_pet-clair_grp296.png,pet-clair
296,2019-04-05-11-38-49-704871-CAM1_pet-clair_grp297.png,2019-04-05-11-38-49-000170-CAM2_pet-clair_grp297.png,pet-clair
297,2019-04-05-11-39-35-781276-CAM1_pet-clair_grp298.png,2019-04-05-11-39-35-074969-CAM2_pet-clair_grp298.png,pet-clair
298,2019-04-05-11-39-54-562430-CAM1_pet-clair_grp299.png,2019-04-05-11-39-53-710377-CAM2_pet-clair_grp299.png,pet-clair
299,2019-04-05-11-39-59-557302-CAM1_pet-clair_grp300.png,2019-04-05-11-39-58-866268-CAM2_pet-clair_grp300.png,pet-clair
300,2019-04-05-11-40-09-245882-CAM1_pet-clair_grp301.png,2019-04-05-11-40-08-386932-CAM2_pet-clair_grp301.png,pet-clair
301,2019-04-05-11-40-24-382916-CAM1_pet-fonce_grp302.png,2019-04-05-11-40-23-660890-CAM2_pet-fonce_grp302.png,pet-fonce
302,2019-04-05-11-40-30-718768-CAM1_pet-fonce_grp303.png,2019-04-05-11-40-29-951122-CAM2_pet-fonce_grp303.png,pet-fonce
303,2019-04-05-11-40-35-727589-CAM1_pet-fonce_grp304.png,2019-04-05-11-40-34-897419-CAM2_pet-fonce_grp304.png,pet-fonce
304,2019-04-05-11-40-42-852844-CAM1_pet-fonce_grp305.png,2019-04-05-11-40-42-145927-CAM2_pet-fonce_grp305.png,pet-fonce
305,2019-04-05-11-41-24-389292-CAM1_pet-fonce_grp306.png,2019-04-05-11-41-23-673917-CAM2_pet-fonce_grp306.png,pet-fonce
306,2019-04-05-11-41-37-441114-CAM1_pet-fonce_grp307.png,2019-04-05-11-41-36-698762-CAM2_pet-fonce_grp307.png,pet-fonce
307,2019-04-05-11-41-44-332032-CAM1_pet-fonce_grp308.png,2019-04-05-11-41-43-614959-CAM2_pet-fonce_grp308.png,pet-fonce
308,2019-04-05-11-41-50-176741-CAM1_pet-fonce_grp309.png,2019-04-05-11-41-49-479125-CAM2_pet-fonce_grp309.png,pet-fonce
309,2019-04-05-11-41-56-054248-CAM1_pet-fonce_grp310.png,2019-04-05-11-41-55-322331-CAM2_pet-fonce_grp310.png,pet-fonce
310,2019-04-05-11-42-11-847298-CAM1_pet-fonce_grp311.png,2019-04-05-11-42-11-095357-CAM2_pet-fonce_grp311.png,pet-fonce
311,2019-04-05-11-42-17-351263-CAM1_pet-fonce_grp312.png,2019-04-05-11-42-16-628963-CAM2_pet-fonce_grp312.png,pet-fonce
312,2019-04-05-11-42-30-727108-CAM1_pet-fonce_grp313.png,2019-04-05-11-42-29-989347-CAM2_pet-fonce_grp313.png,pet-fonce
313,2019-04-05-11-42-37-649036-CAM1_pet-fonce_grp314.png,2019-04-05-11-42-36-873214-CAM2_pet-fonce_grp314.png,pet-fonce
314,2019-04-05-11-42-43-188673-CAM1_pet-fonce_grp315.png,2019-04-05-11-42-42-423242-CAM2_pet-fonce_grp315.png,pet-fonce
315,2019-04-05-11-42-52-027789-CAM1_pet-clair_grp316.png,2019-04-05-11-42-51-274476-CAM2_pet-clair_grp316.png,pet-clair
316,2019-04-05-11-42-57-863400-CAM1_pet-clair_grp317.png,2019-04-05-11-42-57-054074-CAM2_pet-clair_grp317.png,pet-clair
317,2019-04-05-11-43-02-890230-CAM1_pet-clair_grp318.png,2019-04-05-11-43-02-138829-CAM2_pet-clair_grp318.png,pet-clair
318,2019-04-05-11-43-09-849808-CAM1_pet-clair_grp319.png,2019-04-05-11-43-09-069430-CAM2_pet-clair_grp319.png,pet-clair
319,2019-04-05-11-43-39-598520-CAM1_not-labeled_grp320.png,2019-04-05-11-43-38-865567-CAM2_not-labeled_grp320.png,not-labeled
320,2019-04-05-11-43-45-160001-CAM1_pet-opaque_grp321.png,2019-04-05-11-43-44-408108-CAM2_pet-opaque_grp321.png,pet-opaque
321,2019-04-05-11-43-50-527129-CAM1_not-labeled_grp322.png,2019-04-05-11-43-49-779295-CAM2_not-labeled_grp322.png,not-labeled
322,2019-04-05-11-44-04-180983-CAM1_pet-clair_grp323.png,2019-04-05-11-44-03-384177-CAM2_pet-clair_grp323.png,pet-clair
323,2019-04-05-11-44-11-554936-CAM1_pet-clair_grp324.png,2019-04-05-11-44-10-728812-CAM2_pet-clair_grp324.png,pet-clair
324,2019-04-05-11-44-21-068460-CAM1_pet-fonce_grp325.png,2019-04-05-11-44-20-326372-CAM2_pet-fonce_grp325.png,pet-fonce
325,2019-04-05-11-44-33-451902-CAM1_pet-fonce_grp326.png,2019-04-05-11-44-32-635362-CAM2_pet-fonce_grp326.png,pet-fonce
326,2019-04-05-11-44-40-428443-CAM1_pet-fonce_grp327.png,2019-04-05-11-44-39-663158-CAM2_pet-fonce_grp327.png,pet-fonce
327,2019-04-05-11-44-47-396193-CAM1_pet-fonce_grp328.png,2019-04-05-11-44-46-586756-CAM2_pet-fonce_grp328.png,pet-fonce
328,2019-04-05-11-45-04-834366-CAM1_pe-hd-opaque_grp329.png,2019-04-05-11-45-04-084270-CAM2_pe-hd-opaque_grp329.png,pe-hd-opaque
329,2019-04-05-11-45-11-857674-CAM1_pe-hd-opaque_grp330.png,2019-04-05-11-45-11-059084-CAM2_pe-hd-opaque_grp330.png,pe-hd-opaque
330,2019-04-05-11-45-19-987586-CAM1_not-labeled_grp331.png,2019-04-05-11-45-19-251136-CAM2_not-labeled_grp331.png,not-labeled
331,2019-04-05-11-45-32-156633-CAM1_pet-fonce_grp332.png,2019-04-05-11-45-31-408659-CAM2_pet-fonce_grp332.png,pet-fonce
332,2019-04-05-11-45-43-575293-CAM1_pet-fonce_grp333.png,2019-04-05-11-45-42-809494-CAM2_pet-fonce_grp333.png,pet-fonce
333,2019-04-05-11-45-50-487797-CAM1_pet-fonce_grp334.png,2019-04-05-11-45-49-703015-CAM2_pet-fonce_grp334.png,pet-fonce
334,2019-04-05-11-45-56-407370-CAM1_pet-fonce_grp335.png,2019-04-05-11-45-55-682899-CAM2_pet-fonce_grp335.png,pet-fonce
335,2019-04-05-11-46-02-506187-CAM1_pet-fonce_grp336.png,2019-04-05-11-46-01-733786-CAM2_pet-fonce_grp336.png,pet-fonce
336,2019-04-05-11-46-10-732585-CAM1_pet-fonce_grp337.png,2019-04-05-11-46-10-003918-CAM2_pet-fonce_grp337.png,pet-fonce
337,2019-04-05-11-46-29-701199-CAM1_pe-hd-opaque_grp338.png,2019-04-05-11-46-28-951489-CAM2_pe-hd-opaque_grp338.png,pe-hd-opaque
338,2019-04-05-11-46-35-261918-CAM1_godet-vide_grp339.png,2019-04-05-11-46-34-489067-CAM2_godet-vide_grp339.png,godet-vide
339,2019-04-05-11-46-46-549814-CAM1_pe-hd-opaque_grp340.png,2019-04-05-11-46-45-829386-CAM2_pe-hd-opaque_grp340.png,pe-hd-opaque
340,2019-04-05-11-46-56-513124-CAM1_pet-clair_grp341.png,2019-04-05-11-46-55-843055-CAM2_pet-clair_grp341.png,pet-clair
341,2019-04-05-11-47-48-643785-CAM1_pet-clair_grp342.png,2019-04-05-11-47-47-897121-CAM2_pet-clair_grp342.png,pet-clair
342,2019-04-05-11-47-54-550310-CAM1_pet-clair_grp343.png,2019-04-05-11-47-53-835268-CAM2_pet-clair_grp343.png,pet-clair
343,2019-04-05-11-48-07-697800-CAM1_pet-fonce_grp344.png,2019-04-05-11-48-06-992970-CAM2_pet-fonce_grp344.png,pet-fonce
344,2019-04-05-11-48-19-314911-CAM1_pet-fonce_grp345.png,2019-04-05-11-48-18-647678-CAM2_pet-fonce_grp345.png,pet-fonce
345,2019-04-05-11-48-32-072446-CAM1_pet-fonce_grp346.png,2019-04-05-11-48-31-353361-CAM2_pet-fonce_grp346.png,pet-fonce
346,2019-04-05-11-48-38-441906-CAM1_pet-fonce_grp347.png,2019-04-05-11-48-37-714169-CAM2_pet-fonce_grp347.png,pet-fonce
347,2019-04-05-11-48-48-383583-CAM1_pet-fonce_grp348.png,2019-04-05-11-48-47-678948-CAM2_pet-fonce_grp348.png,pet-fonce
348,2019-04-05-11-49-06-620001-CAM1_pp_grp349.png,2019-04-05-11-49-05-933001-CAM2_pp_grp349.png,pp
349,2019-04-05-11-49-13-250741-CAM1_pp_grp350.png,2019-04-05-11-49-12-468384-CAM2_pp_grp350.png,pp
350,2019-04-05-11-49-18-546100-CAM1_pp_grp351.png,2019-04-05-11-49-17-836062-CAM2_pp_grp351.png,pp
351,2019-04-05-11-49-25-497212-CAM1_pp_grp352.png,2019-04-05-11-49-24-750587-CAM2_pp_grp352.png,pp
352,2019-04-05-11-49-49-387367-CAM1_pe-hd-opaque_grp353.png,2019-04-05-11-49-48-688599-CAM2_pe-hd-opaque_grp353.png,pe-hd-opaque
353,2019-04-05-11-49-54-898222-CAM1_pe-hd-opaque_grp354.png,2019-04-05-11-49-54-180373-CAM2_pe-hd-opaque_grp354.png,pe-hd-opaque
354,2019-04-05-11-50-01-072061-CAM1_pe-hd-opaque_grp355.png,2019-04-05-11-50-00-315796-CAM2_pe-hd-opaque_grp355.png,pe-hd-opaque
355,2019-04-05-11-50-07-019520-CAM1_iconnnu_grp356.png,2019-04-05-11-50-06-333138-CAM2_iconnnu_grp356.png,iconnnu
356,2019-04-05-11-50-20-764232-CAM1_pet-fonce_grp357.png,2019-04-05-11-50-20-051742-CAM2_pet-fonce_grp357.png,pet-fonce
357,2019-04-05-11-50-26-216832-CAM1_pet-fonce_grp358.png,2019-04-05-11-50-25-545461-CAM2_pet-fonce_grp358.png,pet-fonce
358,2019-04-05-11-50-32-697179-CAM1_pet-fonce_grp359.png,2019-04-05-11-50-32-026435-CAM2_pet-fonce_grp359.png,pet-fonce
359,2019-04-05-11-50-52-263765-CAM1_pet-fonce_grp360.png,2019-04-05-11-50-51-600799-CAM2_pet-fonce_grp360.png,pet-fonce
360,2019-04-05-11-50-57-800665-CAM1_pet-fonce_grp361.png,2019-04-05-11-50-57-103580-CAM2_pet-fonce_grp361.png,pet-fonce
361,2019-04-05-11-51-03-242777-CAM1_pet-fonce_grp362.png,2019-04-05-11-51-02-573231-CAM2_pet-fonce_grp362.png,pet-fonce
362,2019-04-05-11-51-40-488413-CAM1_pp_grp363.png,2019-04-05-11-51-39-824705-CAM2_pp_grp363.png,pp
363,2019-04-05-11-51-45-927209-CAM1_pp_grp364.png,2019-04-05-11-51-45-152698-CAM2_pp_grp364.png,pp
